,start,end,chr,karyo_band,chr_arm,numeric_chr,cytoband,geneID,geneIDversion
COPB1,14464986.0,14521573.0,11,11p15.2,11p,11,p15.2,ENSG00000129083,ENSG00000129083.8
PSMA1,14515329.0,14665181.0,11,11p15.2,11p,11,p15.2,ENSG00000129084,ENSG00000129084.13
PDE3B,14665269.0,14892350.0,11,11p15.2,11p,11,p15.2,ENSG00000152270,ENSG00000152270.4
CYP2R1,14899553.0,14913798.0,11,11p15.2,11p,11,p15.2,ENSG00000186104,ENSG00000186104.6
CALCB,14926543.0,15103888.0,11,11p15.2,11p,11,p15.2,ENSG00000175868,ENSG00000175868.9
CALCA,14988214.0,14993900.0,11,11p15.2,11p,11,p15.2,ENSG00000110680,ENSG00000110680.8
INSC,15133970.0,15268754.0,11,11p15.2,11p,11,p15.2,ENSG00000188487,ENSG00000188487.7
SOX6,15987995.0,16761138.0,11,11p15.1,11p,11,p15.1,ENSG00000110693,ENSG00000110693.11
RN7SL188P,16598398.0,16598682.0,11,11p15.1,11p,11,p15.1,ENSG00000241943,ENSG00000241943.2
C11orf58,16634679.0,16778428.0,11,11p15.1,11p,11,p15.1,ENSG00000110696,ENSG00000110696.5
PLEKHA7,16799842.0,17035990.0,11,11p15.1,11p,11,p15.1,ENSG00000166689,ENSG00000166689.10
RN7SKP90,16863800.0,16864134.0,11,11p15.1,11p,11,p15.1,ENSG00000199883,ENSG00000199883.1
OR7E14P,17035545.0,17074583.0,11,11p15.1,11p,11,p15.1,ENSG00000184669,ENSG00000184669.6
RPS13,17095936.0,17099334.0,11,11p15.1,11p,11,p15.1,ENSG00000110700,ENSG00000110700.2
SNORD14A,17096201.0,17096291.0,11,11p15.1,11p,11,p15.1,ENSG00000272034,ENSG00000272034.1
SNORD14B,17097326.0,17097415.0,11,11p15.1,11p,11,p15.1,ENSG00000201403,ENSG00000201403.1
PIK3C2A,17099277.0,17229530.0,11,11p15.1,11p,11,p15.1,ENSG00000011405,ENSG00000011405.9
NUCB2,17229700.0,17371521.0,11,11p15.1,11p,11,p15.1,ENSG00000070081,ENSG00000070081.11
NCR3LG1,17373273.0,17398888.0,11,11p15.1,11p,11,p15.1,ENSG00000188211,ENSG00000188211.4
KCNJ11,17407406.0,17410878.0,11,11p15.1,11p,11,p15.1,ENSG00000187486,ENSG00000187486.5
ABCC8,17414432.0,17498449.0,11,11p15.1,11p,11,p15.1,ENSG00000006071,ENSG00000006071.7
USH1C,17515442.0,17565963.0,11,11p15.1,11p,11,p15.1,ENSG00000006611,ENSG00000006611.11
OTOG,17568920.0,17668697.0,11,11p15.1,11p,11,p15.1,ENSG00000188162,ENSG00000188162.6
MYOD1,17741115.0,17743678.0,11,11p15.1,11p,11,p15.1,ENSG00000129152,ENSG00000129152.3
KCNC1,17756359.0,17804602.0,11,11p15.1,11p,11,p15.1,ENSG00000129159,ENSG00000129159.6
SERGEF,17809595.0,18034709.0,11,11p15.1,11p,11,p15.1,ENSG00000129158,ENSG00000129158.6
TPH1,18039111.0,18063973.0,11,11p15.1,11p,11,p15.1,ENSG00000129167,ENSG00000129167.5
SAAL1,18091482.0,18127638.0,11,11p15.1,11p,11,p15.1,ENSG00000166788,ENSG00000166788.5
SAA3P,18134019.0,18137679.0,11,11p15.1,11p,11,p15.1,ENSG00000166787,ENSG00000166787.3
MRGPRX3,18142502.0,18160027.0,11,11p15.1,11p,11,p15.1,ENSG00000179826,ENSG00000179826.5
MRGPRX4,18194384.0,18195827.0,11,11p15.1,11p,11,p15.1,ENSG00000179817,ENSG00000179817.3
SAA4,18252896.0,18258440.0,11,11p15.1,11p,11,p15.1,ENSG00000148965,ENSG00000148965.4
SAA2,18260770.0,18270190.0,11,11p15.1,11p,11,p15.1,ENSG00000134339,ENSG00000134339.4
RNA5SP333,18269936.0,18270053.0,11,11p15.1,11p,11,p15.1,ENSG00000200336,ENSG00000200336.1
RNA5SP334,18287940.0,18288057.0,11,11p15.1,11p,11,p15.1,ENSG00000201695,ENSG00000201695.1
SAA1,18287721.0,18291524.0,11,11p15.1,11p,11,p15.1,ENSG00000173432,ENSG00000173432.6
HPS5,18300223.0,18343745.0,11,11p15.1,11p,11,p15.1,ENSG00000110756,ENSG00000110756.13
GTF2H1,18343842.0,18388591.0,11,11p15.1,11p,11,p15.1,ENSG00000110768,ENSG00000110768.7
MIR3159,18409334.0,18409407.0,11,11p15.1,11p,11,p15.1,ENSG00000264603,ENSG00000264603.1
LDHA,18415935.0,18429972.0,11,11p15.1,11p,11,p15.1,ENSG00000134333,ENSG00000134333.9
LDHC,18433854.0,18473605.0,11,11p15.1,11p,11,p15.1,ENSG00000166796,ENSG00000166796.7
LDHAL6A,18477371.0,18501147.0,11,11p15.1,11p,11,p15.1,ENSG00000166800,ENSG00000166800.5
TSG101,18489883.0,18548779.0,11,11p15.1,11p,11,p15.1,ENSG00000074319,ENSG00000074319.8
UEVLD,18551156.0,18610294.0,11,11p15.1,11p,11,p15.1,ENSG00000151116,ENSG00000151116.12
SPTY2D1,18627948.0,18656338.0,11,11p15.1,11p,11,p15.1,ENSG00000179119,ENSG00000179119.10
TMEM86A,18714669.0,18726332.0,11,11p15.1,11p,11,p15.1,ENSG00000151117,ENSG00000151117.4
IGSF22,18725852.0,18747777.0,11,11p15.1,11p,11,p15.1,ENSG00000179057,ENSG00000179057.9
PTPN5,18749475.0,18814268.0,11,11p15.1,11p,11,p15.1,ENSG00000110786,ENSG00000110786.13
MRGPRX1,18955360.0,18961054.0,11,11p15.1,11p,11,p15.1,ENSG00000170255,ENSG00000170255.6
MRGPRX2,19076002.0,19082228.0,11,11p15.1,11p,11,p15.1,ENSG00000183695,ENSG00000183695.2
ZDHHC13,19138646.0,19197969.0,11,11p15.1,11p,11,p15.1,ENSG00000177054,ENSG00000177054.9
CSRP3,19203578.0,19232120.0,11,11p15.1,11p,11,p15.1,ENSG00000129170,ENSG00000129170.4
E2F8,19245610.0,19263167.0,11,11p15.1,11p,11,p15.1,ENSG00000129173,ENSG00000129173.8
NAV2,19372271.0,20143144.0,11,11p15.1,11p,11,p15.1,ENSG00000166833,ENSG00000166833.15
RNA5SP335,19423419.0,19423528.0,11,11p15.1,11p,11,p15.1,ENSG00000200687,ENSG00000200687.1
MIR4486,19596857.0,19596919.0,11,11p15.1,11p,11,p15.1,ENSG00000265210,ENSG00000265210.1
SNORA1|ENSG00000207407.1,19612703.0,19612838.0,11,11p15.1,11p,11,p15.1,ENSG00000207407,ENSG00000207407.1
MIR4694,19781550.0,19781629.0,11,11p15.1,11p,11,p15.1,ENSG00000264309,ENSG00000264309.1
DBX1,20177701.0,20182159.0,11,11p15.1,11p,11,p15.1,ENSG00000109851,ENSG00000109851.5
HTATIP2,20385231.0,20405329.0,11,11p15.1,11p,11,p15.1,ENSG00000109854,ENSG00000109854.9
PRMT3,20409076.0,20530840.0,11,11p15.1,11p,11,p15.1,ENSG00000185238,ENSG00000185238.8
SLC6A5,20620946.0,20680831.0,11,11p15.1,11p,11,p15.1,ENSG00000165970,ENSG00000165970.7
NELL1,20691117.0,21597227.0,11,11p15.1,11p,11,p15.1,ENSG00000165973,ENSG00000165973.13
RNA5SP336,21022427.0,21022543.0,11,11p15.1,11p,11,p15.1,ENSG00000201059,ENSG00000201059.1
RNA5SP337,21405347.0,21405455.0,11,11p15.1,11p,11,p15.1,ENSG00000252816,ENSG00000252816.1
ANO5,22214722.0,22304903.0,11,11p14.3,11p,11,p14.3,ENSG00000171714,ENSG00000171714.10
SLC17A6,22359643.0,22401049.0,11,11p14.3,11p,11,p14.3,ENSG00000091664,ENSG00000091664.7
FANCF,22644079.0,22647387.0,11,11p14.3,11p,11,p14.3,ENSG00000183161,ENSG00000183161.3
GAS2,22647188.0,22834601.0,11,11p14.3,11p,11,p14.3,ENSG00000148935,ENSG00000148935.6
RNA5SP338,22709897.0,22709981.0,11,11p14.3,11p,11,p14.3,ENSG00000222427,ENSG00000222427.1
SVIP,22835345.0,22851845.0,11,11p14.3,11p,11,p14.3,ENSG00000198168,ENSG00000198168.4
CCDC179,22868477.0,22881972.0,11,11p14.3,11p,11,p14.3,ENSG00000255359,ENSG00000255359.2
LUZP2,24518516.0,25104150.0,11,11p14.3,11p,11,p14.3,ENSG00000187398,ENSG00000187398.7
ANO3,26210829.0,26684835.0,11,11p14.2,11p,11,p14.2,ENSG00000134343,ENSG00000134343.8
MUC15,26580580.0,26593780.0,11,11p14.2,11p,11,p14.2,ENSG00000169550,ENSG00000169550.8
SLC5A12,26688566.0,26744974.0,11,11p14.2,11p,11,p14.2,ENSG00000148942,ENSG00000148942.10
FIBIN,27015628.0,27018630.0,11,11p14.2,11p,11,p14.2,ENSG00000176971,ENSG00000176971.2
BBOX1,27062272.0,27149356.0,11,11p14.2,11p,11,p14.2,ENSG00000129151,ENSG00000129151.4
CCDC34,27352374.0,27385415.0,11,11p14.1,11p,11,p14.1,ENSG00000109881,ENSG00000109881.12
LGR4,27387508.0,27494322.0,11,11p14.1,11p,11,p14.1,ENSG00000205213,ENSG00000205213.9
LIN7C,27516123.0,27528320.0,11,11p14.1,11p,11,p14.1,ENSG00000148943,ENSG00000148943.7
RNA5SP339,27543152.0,27543273.0,11,11p14.1,11p,11,p14.1,ENSG00000212289,ENSG00000212289.1
LINC00678,27639173.0,27656174.0,11,11p14.1,11p,11,p14.1,ENSG00000254934,ENSG00000254934.1
BDNF,27676440.0,27743605.0,11,11p14.1,11p,11,p14.1,ENSG00000176697,ENSG00000176697.14
KIF18A,28042167.0,28129855.0,11,11p14.1,11p,11,p14.1,ENSG00000121621,ENSG00000121621.6
MIR610,28078362.0,28078457.0,11,11p14.1,11p,11,p14.1,ENSG00000207874,ENSG00000207874.1
METTL15,28129795.0,28355054.0,11,11p14.1,11p,11,p14.1,ENSG00000169519,ENSG00000169519.15
RN7SKP158,28282741.0,28283066.0,11,11p14.1,11p,11,p14.1,ENSG00000222385,ENSG00000222385.1
RN7SL240P,29742946.0,29743238.0,11,11p14.1,11p,11,p14.1,ENSG00000243505,ENSG00000243505.2
KCNA4,30031288.0,30038570.0,11,11p14.1,11p,11,p14.1,ENSG00000182255,ENSG00000182255.6
FSHB,30252563.0,30256808.0,11,11p14.1,11p,11,p14.1,ENSG00000131808,ENSG00000131808.6
ARL14EP,30344598.0,30359774.0,11,11p14.1,11p,11,p14.1,ENSG00000152219,ENSG00000152219.4
MPPED2,30406040.0,30608419.0,11,11p14.1,11p,11,p14.1,ENSG00000066382,ENSG00000066382.12
DCDC1,30851916.0,31391357.0,11,11p13,11p,11,p13,ENSG00000170959,ENSG00000170959.10
DNAJC24,31391387.0,31453396.0,11,11p13,11p,11,p13,ENSG00000170946,ENSG00000170946.10
IMMP1L,31453948.0,31531192.0,11,11p13,11p,11,p13,ENSG00000148950,ENSG00000148950.5
ELP4,31531297.0,31805546.0,11,11p13,11p,11,p13,ENSG00000109911,ENSG00000109911.13
PAX6,31806340.0,31839509.0,11,11p13,11p,11,p13,ENSG00000007372,ENSG00000007372.16
RCN1,31833939.0,32127301.0,11,11p13,11p,11,p13,ENSG00000049449,ENSG00000049449.4
U3|ENSG00000212551.1,32103310.0,32103518.0,11,11p13,11p,11,p13,ENSG00000212551,ENSG00000212551.1
WT1,32409321.0,32457176.0,11,11p13,11p,11,p13,ENSG00000184937,ENSG00000184937.8
EIF3M,32605344.0,32627808.0,11,11p13,11p,11,p13,ENSG00000149100,ENSG00000149100.8
CCDC73,32623792.0,32816204.0,11,11p13,11p,11,p13,ENSG00000186714,ENSG00000186714.8
PRRG4,32851489.0,32879669.0,11,11p13,11p,11,p13,ENSG00000135378,ENSG00000135378.3
QSER1,32914724.0,33014862.0,11,11p13,11p,11,p13,ENSG00000060749,ENSG00000060749.10
DEPDC7,33037410.0,33055128.0,11,11p13,11p,11,p13,ENSG00000121690,ENSG00000121690.5
TCP11L1,33060963.0,33127489.0,11,11p13,11p,11,p13,ENSG00000176148,ENSG00000176148.11
CSTF3,33098734.0,33183917.0,11,11p13,11p,11,p13,ENSG00000176102,ENSG00000176102.7
HIPK3,33278218.0,33378569.0,11,11p13,11p,11,p13,ENSG00000110422,ENSG00000110422.7
KIAA1549L,33563618.0,33695648.0,11,11p13,11p,11,p13,ENSG00000110427,ENSG00000110427.10
C11orf91,33719807.0,33722347.0,11,11p13,11p,11,p13,ENSG00000205177,ENSG00000205177.5
CD59,33719807.0,33757991.0,11,11p13,11p,11,p13,ENSG00000085063,ENSG00000085063.10
FBXO3,33762485.0,33796089.0,11,11p13,11p,11,p13,ENSG00000110429,ENSG00000110429.9
LMO2,33880122.0,33913836.0,11,11p13,11p,11,p13,ENSG00000135363,ENSG00000135363.7
CAPRIN1,34073230.0,34122703.0,11,11p13,11p,11,p13,ENSG00000135387,ENSG00000135387.15
NAT10,34127149.0,34169217.0,11,11p13,11p,11,p13,ENSG00000135372,ENSG00000135372.4
ABTB2,34172535.0,34379555.0,11,11p13,11p,11,p13,ENSG00000166016,ENSG00000166016.4
CAT,34460472.0,34493609.0,11,11p13,11p,11,p13,ENSG00000121691,ENSG00000121691.4
ELF5,34500340.0,34535352.0,11,11p13,11p,11,p13,ENSG00000135374,ENSG00000135374.5
EHF,34642640.0,34682604.0,11,11p13,11p,11,p13,ENSG00000135373,ENSG00000135373.8
APIP,34874641.0,34938046.0,11,11p13,11p,11,p13,ENSG00000149089,ENSG00000149089.8
PDHX,34937376.0,35042138.0,11,11p13,11p,11,p13,ENSG00000110435,ENSG00000110435.7
MIR1343,34963384.0,34963467.0,11,11p13,11p,11,p13,ENSG00000251862,ENSG00000251862.2
CD44,35160417.0,35253949.0,11,11p13,11p,11,p13,ENSG00000026508,ENSG00000026508.12
SLC1A2,35272753.0,35441610.0,11,11p13,11p,11,p13,ENSG00000110436,ENSG00000110436.7
PAMR1,35453370.0,35551848.0,11,11p13,11p,11,p13,ENSG00000149090,ENSG00000149090.7
FJX1,35639735.0,35642419.0,11,11p13,11p,11,p13,ENSG00000179431,ENSG00000179431.5
TRIM44,35684353.0,35829775.0,11,11p13,11p,11,p13,ENSG00000166326,ENSG00000166326.5
LDLRAD3,35965531.0,36253686.0,11,11p13,11p,11,p13,ENSG00000179241,ENSG00000179241.8
MIR3973,36031648.0,36031754.0,11,11p13,11p,11,p13,ENSG00000263389,ENSG00000263389.1
COMMD9,36295051.0,36310999.0,11,11p13,11p,11,p13,ENSG00000110442,ENSG00000110442.7
LINC00610,36290834.0,36294909.0,11,11p13,11p,11,p13,ENSG00000196559,ENSG00000196559.3
PRR5L,36317838.0,36486754.0,11,11p13,11p,11,p13,ENSG00000135362,ENSG00000135362.9
TRAF6,36508577.0,36531822.0,11,11p12,11p,11,p12,ENSG00000175104,ENSG00000175104.10
RAG1,36532259.0,36614706.0,11,11p12,11p,11,p12,ENSG00000166349,ENSG00000166349.5
RAG2,36597124.0,36619829.0,11,11p12,11p,11,p12,ENSG00000175097,ENSG00000175097.3
C11orf74,36616051.0,36694823.0,11,11p12,11p,11,p12,ENSG00000166352,ENSG00000166352.11
SNORA31|ENSG00000251838.1,37723675.0,37723770.0,11,11p12,11p,11,p12,ENSG00000251838,ENSG00000251838.1
LRRC4C,40135753.0,41481323.0,11,11p12,11p,11,p12,ENSG00000148948,ENSG00000148948.3
HNRNPKP3,43142312.0,43290943.0,11,11p12,11p,11,p12,ENSG00000251557,ENSG00000251557.2
API5,43333513.0,43366079.0,11,11p12,11p,11,p12,ENSG00000166181,ENSG00000166181.8
TTC17,43380482.0,43516483.0,11,11p12,11p,11,p12,ENSG00000052841,ENSG00000052841.10
RN7SKP287,43456682.0,43456947.0,11,11p12,11p,11,p12,ENSG00000252355,ENSG00000252355.1
HSD17B12,43577986.0,43878167.0,11,11p11.2,11p,11,p11.2,ENSG00000149084,ENSG00000149084.7
MIR670,43581206.0,43581303.0,11,11p11.2,11p,11,p11.2,ENSG00000211568,ENSG00000211568.1
ALKBH3,43902361.0,43941816.0,11,11p11.2,11p,11,p11.2,ENSG00000166199,ENSG00000166199.8
C11orf96,43946892.0,43965888.0,11,11p11.2,11p,11,p11.2,ENSG00000187479,ENSG00000187479.4
ACCSL,44069531.0,44081527.0,11,11p11.2,11p,11,p11.2,ENSG00000205126,ENSG00000205126.2
ACCS,44087475.0,44105772.0,11,11p11.2,11p,11,p11.2,ENSG00000110455,ENSG00000110455.9
EXT2,44117099.0,44266979.0,11,11p11.2,11p,11,p11.2,ENSG00000151348,ENSG00000151348.9
ALX4,44281994.0,44331716.0,11,11p11.2,11p,11,p11.2,ENSG00000052850,ENSG00000052850.5
CD82,44585977.0,44641913.0,11,11p11.2,11p,11,p11.2,ENSG00000085117,ENSG00000085117.7
TSPAN18,44748015.0,44953972.0,11,11p11.2,11p,11,p11.2,ENSG00000157570,ENSG00000157570.7
TP53I11,44907454.0,44972840.0,11,11p11.2,11p,11,p11.2,ENSG00000175274,ENSG00000175274.14
PRDM11,45115564.0,45247734.0,11,11p11.2,11p,11,p11.2,ENSG00000019485,ENSG00000019485.8
SYT13,45261852.0,45307870.0,11,11p11.2,11p,11,p11.2,ENSG00000019505,ENSG00000019505.3
CHST1,45670427.0,45687172.0,11,11p11.2,11p,11,p11.2,ENSG00000175264,ENSG00000175264.3
SLC35C1,45825623.0,45834566.0,11,11p11.2,11p,11,p11.2,ENSG00000181830,ENSG00000181830.7
CRY2,45868669.0,45904798.0,11,11p11.2,11p,11,p11.2,ENSG00000121671,ENSG00000121671.7
MAPK8IP1,45907202.0,45928016.0,11,11p11.2,11p,11,p11.2,ENSG00000121653,ENSG00000121653.7
C11orf94,45928085.0,45928833.0,11,11p11.2,11p,11,p11.2,ENSG00000234776,ENSG00000234776.1
PEX16,45931220.0,45940363.0,11,11p11.2,11p,11,p11.2,ENSG00000121680,ENSG00000121680.11
GYLTL1B,45943172.0,45950647.0,11,11p11.2,11p,11,p11.2,ENSG00000165905,ENSG00000165905.12
PHF21A,45950871.0,46142985.0,11,11p11.2,11p,11,p11.2,ENSG00000135365,ENSG00000135365.11
CREB3L1,46299212.0,46342972.0,11,11p11.2,11p,11,p11.2,ENSG00000157613,ENSG00000157613.6
DGKZ,46354455.0,46402104.0,11,11p11.2,11p,11,p11.2,ENSG00000149091,ENSG00000149091.11
CHRM4,46406640.0,46408107.0,11,11p11.2,11p,11,p11.2,ENSG00000180720,ENSG00000180720.6
MDK,46402306.0,46405375.0,11,11p11.2,11p,11,p11.2,ENSG00000110492,ENSG00000110492.11
MIR4688,46397952.0,46398034.0,11,11p11.2,11p,11,p11.2,ENSG00000264102,ENSG00000264102.1
AMBRA1,46417964.0,46615675.0,11,11p11.2,11p,11,p11.2,ENSG00000110497,ENSG00000110497.10
HARBI1,46624411.0,46639459.0,11,11p11.2,11p,11,p11.2,ENSG00000180423,ENSG00000180423.4
ATG13,46638826.0,46696368.0,11,11p11.2,11p,11,p11.2,ENSG00000175224,ENSG00000175224.12
ARHGAP1,46698630.0,46722165.0,11,11p11.2,11p,11,p11.2,ENSG00000175220,ENSG00000175220.7
ZNF408,46722368.0,46727462.0,11,11p11.2,11p,11,p11.2,ENSG00000175213,ENSG00000175213.2
F2,46740730.0,46761056.0,11,11p11.2,11p,11,p11.2,ENSG00000180210,ENSG00000180210.10
CKAP5,46764598.0,46867847.0,11,11p11.2,11p,11,p11.2,ENSG00000175216,ENSG00000175216.10
MIR5582,46774675.0,46774742.0,11,11p11.2,11p,11,p11.2,ENSG00000263540,ENSG00000263540.1
SNORD67|ENSG00000252427.1,46780316.0,46780423.0,11,11p11.2,11p,11,p11.2,ENSG00000252427,ENSG00000252427.1
SNORD67|ENSG00000212135.1,46783939.0,46784049.0,11,11p11.2,11p,11,p11.2,ENSG00000212135,ENSG00000212135.1
LRP4,46878419.0,46940193.0,11,11p11.2,11p,11,p11.2,ENSG00000134569,ENSG00000134569.5
C11orf49,46958240.0,47185936.0,11,11p11.2,11p,11,p11.2,ENSG00000149179,ENSG00000149179.9
ARFGAP2,47185848.0,47198676.0,11,11p11.2,11p,11,p11.2,ENSG00000149182,ENSG00000149182.10
PACSIN3,47199076.0,47207994.0,11,11p11.2,11p,11,p11.2,ENSG00000165912,ENSG00000165912.11
RN7SL772P,47227396.0,47227672.0,11,11p11.2,11p,11,p11.2,ENSG00000266540,ENSG00000266540.1
DDB2,47236493.0,47260767.0,11,11p11.2,11p,11,p11.2,ENSG00000134574,ENSG00000134574.7
ACP2,47260853.0,47270457.0,11,11p11.2,11p,11,p11.2,ENSG00000134575,ENSG00000134575.5
NR1H3,47269851.0,47290396.0,11,11p11.2,11p,11,p11.2,ENSG00000025434,ENSG00000025434.14
MADD,47290712.0,47351582.0,11,11p11.2,11p,11,p11.2,ENSG00000110514,ENSG00000110514.14
MYBPC3,47352957.0,47374253.0,11,11p11.2,11p,11,p11.2,ENSG00000134571,ENSG00000134571.6
SPI1,47376411.0,47400127.0,11,11p11.2,11p,11,p11.2,ENSG00000066336,ENSG00000066336.7
MIR4487,47422521.0,47422593.0,11,11p11.2,11p,11,p11.2,ENSG00000264583,ENSG00000264583.1
SLC39A13,47428683.0,47438047.0,11,11p11.2,11p,11,p11.2,ENSG00000165915,ENSG00000165915.9
PSMC3,47440320.0,47447993.0,11,11p11.2,11p,11,p11.2,ENSG00000165916,ENSG00000165916.4
RAPSN,47459308.0,47470730.0,11,11p11.2,11p,11,p11.2,ENSG00000165917,ENSG00000165917.5
CELF1,47487496.0,47587121.0,11,11p11.2,11p,11,p11.2,ENSG00000149187,ENSG00000149187.13
RN7SL652P,47579088.0,47579385.0,11,11p11.2,11p,11,p11.2,ENSG00000265559,ENSG00000265559.1
NDUFS3,47586888.0,47606114.0,11,11p11.2,11p,11,p11.2,ENSG00000213619,ENSG00000213619.5
PTPMT1,47586982.0,47595013.0,11,11p11.2,11p,11,p11.2,ENSG00000110536,ENSG00000110536.9
KBTBD4,47593749.0,47600567.0,11,11p11.2,11p,11,p11.2,ENSG00000123444,ENSG00000123444.9
C1QTNF4,47611216.0,47616211.0,11,11p11.2,11p,11,p11.2,ENSG00000172247,ENSG00000172247.3
FAM180B,47608198.0,47610746.0,11,11p11.2,11p,11,p11.2,ENSG00000196666,ENSG00000196666.3
MTCH2,47638867.0,47664175.0,11,11p11.2,11p,11,p11.2,ENSG00000109919,ENSG00000109919.5
AGBL2,47681143.0,47736941.0,11,11p11.2,11p,11,p11.2,ENSG00000165923,ENSG00000165923.11
FNBP4,47738072.0,47788995.0,11,11p11.2,11p,11,p11.2,ENSG00000109920,ENSG00000109920.8
snoU13|ENSG00000252447.1,47749098.0,47749189.0,11,11p11.2,11p,11,p11.2,ENSG00000252447,ENSG00000252447.1
NUP160,47799639.0,47870107.0,11,11p11.2,11p,11,p11.2,ENSG00000030066,ENSG00000030066.9
RNA5SP340,47825848.0,47825954.0,11,11p11.2,11p,11,p11.2,ENSG00000252941,ENSG00000252941.1
PTPRJ,48002113.0,48189670.0,11,11p11.2,11p,11,p11.2,ENSG00000149177,ENSG00000149177.8
MIR3161,48118334.0,48118410.0,11,11p11.2,11p,11,p11.2,ENSG00000263693,ENSG00000263693.1
OR4B1,48238344.0,48239314.0,11,11p11.2,11p,11,p11.2,ENSG00000175619,ENSG00000175619.2
OR4X2,48266608.0,48267622.0,11,11p11.2,11p,11,p11.2,ENSG00000172208,ENSG00000172208.3
OR4X1,48285413.0,48286330.0,11,11p11.2,11p,11,p11.2,ENSG00000176567,ENSG00000176567.1
OR4S1,48327775.0,48328704.0,11,11p11.2,11p,11,p11.2,ENSG00000176555,ENSG00000176555.1
OR4C3,48346472.0,48347507.0,11,11p11.2,11p,11,p11.2,ENSG00000176547,ENSG00000176547.7
OR4A47,48510269.0,48511332.0,11,11p11.2,11p,11,p11.2,ENSG00000237388,ENSG00000237388.2
OR4C5,48387037.0,48388017.0,11,11p11.2,11p,11,p11.2,ENSG00000176540,ENSG00000176540.3
TRIM49B,49050504.0,49059579.0,11,11p11.12,11p,11,p11.12,ENSG00000182053,ENSG00000182053.8
TRIM64C,49075266.0,49080664.0,11,11p11.12,11p,11,p11.12,ENSG00000214891,ENSG00000214891.4
FOLH1,49168187.0,49230222.0,11,11p11.12,11p,11,p11.12,ENSG00000086205,ENSG00000086205.12
OR4C13,49973943.0,49974971.0,11,11p11.12,11p,11,p11.12,ENSG00000258817,ENSG00000258817.1
OR4C12,50003009.0,50004071.0,11,11p11.12,11p,11,p11.12,ENSG00000221954,ENSG00000221954.2
OR10AG1,55734975.0,55735990.0,11,11q12.1,11q,11,q12.1,ENSG00000174970,ENSG00000174970.2
OR4A15,55135360.0,55136394.0,11,11q11,11q,11,q11,ENSG00000181958,ENSG00000181958.3
OR4A16,55110627.0,55111707.0,11,11q11,11q,11,q11,ENSG00000181961,ENSG00000181961.2
OR4A5,51411378.0,51412448.0,11,11p11.12,11p,11,p11.12,ENSG00000221840,ENSG00000221840.2
OR4C11,55370830.0,55371874.0,11,11q11,11q,11,q11,ENSG00000172188,ENSG00000172188.4
OR4C15,55321783.0,55322895.0,11,11q11,11q,11,q11,ENSG00000181939,ENSG00000181939.2
OR4C16,55339604.0,55340536.0,11,11q11,11q,11,q11,ENSG00000181935,ENSG00000181935.3
OR4C46,51515282.0,51516211.0,11,11p11.12,11p,11,p11.12,ENSG00000185926,ENSG00000185926.1
OR4C6,55432614.0,55433671.0,11,11q11,11q,11,q11,ENSG00000181903,ENSG00000181903.3
OR4P4,55405834.0,55406772.0,11,11q11,11q,11,q11,ENSG00000181927,ENSG00000181927.2
OR4S2,55418380.0,55419315.0,11,11q11,11q,11,q11,ENSG00000174982,ENSG00000174982.2
OR5AS1,55797895.0,55798869.0,11,11q12.1,11q,11,q12.1,ENSG00000181785,ENSG00000181785.1
OR5D13,55540914.0,55541858.0,11,11q11,11q,11,q11,ENSG00000198877,ENSG00000198877.1
OR5D14,55563032.0,55563976.0,11,11q11,11q,11,q11,ENSG00000186113,ENSG00000186113.1
OR5D16,55606228.0,55607214.0,11,11q11,11q,11,q11,ENSG00000205029,ENSG00000205029.1
OR5D18,55587086.0,55588073.0,11,11q11,11q,11,q11,ENSG00000186119,ENSG00000186119.6
OR5F1,55761157.0,55762101.0,11,11q12.1,11q,11,q12.1,ENSG00000149133,ENSG00000149133.1
OR5I1,55702932.0,55703876.0,11,11q12.1,11q,11,q12.1,ENSG00000167825,ENSG00000167825.3
OR5J2,55944094.0,55945032.0,11,11q12.1,11q,11,q12.1,ENSG00000174957,ENSG00000174957.1
OR5L1,55578854.0,55579952.0,11,11q11,11q,11,q11,ENSG00000186117,ENSG00000186117.2
OR5L2,55594695.0,55595630.0,11,11q11,11q,11,q11,ENSG00000205030,ENSG00000205030.1
OR5T2,55999490.0,56000737.0,11,11q12.1,11q,11,q12.1,ENSG00000181718,ENSG00000181718.4
OR5W2,55681126.0,55682058.0,11,11q11,11q,11,q11,ENSG00000187612,ENSG00000187612.1
OR8H2,55872519.0,55873457.0,11,11q12.1,11q,11,q12.1,ENSG00000181767,ENSG00000181767.1
OR8H3,55889849.0,55890787.0,11,11q12.1,11q,11,q12.1,ENSG00000181761,ENSG00000181761.5
OR8I2,55860753.0,55861762.0,11,11q12.1,11q,11,q12.1,ENSG00000172154,ENSG00000172154.4
OR8J3,55904247.0,55905194.0,11,11q12.1,11q,11,q12.1,ENSG00000167822,ENSG00000167822.1
OR8K5,55926870.0,55927793.0,11,11q12.1,11q,11,q12.1,ENSG00000181752,ENSG00000181752.3
TRIM48,55029658.0,55038595.0,11,11q11,11q,11,q11,ENSG00000150244,ENSG00000150244.8
TRIM51HP,55059359.0,55065746.0,11,11q11,11q,11,q11,ENSG00000166007,ENSG00000166007.11
TRIM51,55650773.0,55659286.0,11,11q11,11q,11,q11,ENSG00000124900,ENSG00000124900.8
