Gene Symbol,Locus ID,Cytoband,chr,chr_arm
LRRC4C,57689,11p12,11,11p
LOC100507205,100507205,11p12,11,11p
HNRNPKP3,399881,11p12,11,11p
API5,8539,11p12,11,11p
TTC17,55761,11p12,11,11p
MIR670,100313777,11p11.2,11,11p
hsa-mir-670,-917,11p11.2,11,11p
MIR129-2,406918,11p11.2,11,11p
hsa-mir-129-2,-917,11p11.2,11,11p
HSD17B12,51144,11p11.2,11,11p
ALKBH3,221120,11p11.2,11,11p
LOC729799,729799,11p11.2,11,11p
LOC100507300,100507300,11p11.2,11,11p
C11orf96,387763,11p11.2,11,11p
ACCSL,390110,11p11.2,11,11p
ACCS,84680,11p11.2,11,11p
EXT2,2132,11p11.2,11,11p
ALX4,60529,11p11.2,11,11p
CD82,3732,11p11.2,11,11p
TSPAN18,90139,11p11.2,11,11p
TP53I11,9537,11p11.2,11,11p
LOC221122,221122,11p11.2,11,11p
PRDM11,56981,11p11.2,11,11p
SYT13,57586,11p11.2,11,11p
CHST1,8534,11p11.2,11,11p
DKFZp779M0652,374387,11p11.2,11,11p
SLC35C1,55343,11p11.2,11,11p
CRY2,1408,11p11.2,11,11p
MAPK8IP1,9479,11p11.2,11,11p
C11orf94,143678,11p11.2,11,11p
PEX16,9409,11p11.2,11,11p
GYLTL1B,120071,11p11.2,11,11p
PHF21A,51317,11p11.2,11,11p
CREB3L1,90993,11p11.2,11,11p
DGKZ,8525,11p11.2,11,11p
MDK,4192,11p11.2,11,11p
MIR4688,100616368,11p11.2,11,11p
CHRM4,1132,11p11.2,11,11p
AMBRA1,55626,11p11.2,11,11p
MIR3160-1,100422827,11p11.2,11,11p
MIR3160-2,100422825,11p11.2,11,11p
hsa-mir-3160-1,-939,11p11.2,11,11p
hsa-mir-3160-2,-939,11p11.2,11,11p
HARBI1,283254,11p11.2,11,11p
ATG13,9776,11p11.2,11,11p
ARHGAP1,392,11p11.2,11,11p
ZNF408,79797,11p11.2,11,11p
F2,2147,11p11.2,11,11p
CKAP5,9793,11p11.2,11,11p
SNORD67,692108,11p11.2,11,11p
LOC100507401,100507401,11p11.2,11,11p
LRP4,4038,11p11.2,11,11p
C11orf49,79096,11p11.2,11,11p
ARFGAP2,84364,11p11.2,11,11p
PACSIN3,29763,11p11.2,11,11p
DDB2,1643,11p11.2,11,11p
ACP2,53,11p11.2,11,11p
NR1H3,10062,11p11.2,11,11p
MADD,8567,11p11.2,11,11p
MYBPC3,4607,11p11.2,11,11p
SPI1,6688,11p11.2,11,11p
SLC39A13,91252,11p11.2,11,11p
PSMC3,5702,11p11.2,11,11p
RAPSN,5913,11p11.2,11,11p
CELF1,10658,11p11.2,11,11p
PTPMT1,114971,11p11.2,11,11p
KBTBD4,55709,11p11.2,11,11p
NDUFS3,4722,11p11.2,11,11p
FAM180B,399888,11p11.2,11,11p
C1QTNF4,114900,11p11.2,11,11p
MTCH2,23788,11p11.2,11,11p
AGBL2,79841,11p11.2,11,11p
FNBP4,23360,11p11.2,11,11p
NUP160,23279,11p11.2,11,11p
PTPRJ,5795,11p11.2,11,11p
hsa-mir-3161,-952,11p11.2,11,11p
OR4B1,119765,11p11.2,11,11p
OR4X2,119764,11p11.2,11,11p
OR4X1,390113,11p11.2,11,11p
OR4S1,256148,11p11.2,11,11p
OR4C3,256144,11p11.2,11,11p
OR4C45,403257,11p11.2,11,11p
OR4A47,403253,11p11.2,11,11p
LOC120824,120824,11p11.12,11,11p
LOC283116,283116,11p11.12,11,11p
TRIM64C,646754,11p11.12,11,11p
FOLH1,2346,11p11.12,11,11p
LOC440040,440040,11p11.12,11,11p
OR4C13,283092,11p11.12,11,11p
OR4C12,283093,11p11.12,11,11p
LOC441601,441601,11p11.12,11,11p
LOC646813,646813,11p11.12,11,11p
OR4A5,81318,11p11.12,11,11p
OR4C46,119749,11p11.12,11,11p
TRIM48,79097,11q11,11,11q
LOC440041,440041,11q11,11,11q
OR4A16,81327,11q11,11,11q
OR4A15,81328,11q11,11,11q
OR4C15,81309,11q11,11,11q
OR4C16,219428,11q11,11,11q
OR4C11,219429,11q11,11,11q
OR4P4,81300,11q11,11,11q
OR4S2,219431,11q11,11,11q
OR4C6,219432,11q11,11,11q
OR5D13,390142,11q11,11,11q
OR5D14,219436,11q11,11,11q
OR5D18,219438,11q11,11,11q
OR5L1,219437,11q11,11,11q
OR5L2,26338,11q11,11,11q
OR5D16,390144,11q11,11,11q
SPRYD5,84767,11q11,11,11q
OR5W2,390148,11q11,11,11q
OR5I1,10798,11q12.1,11,11q
OR10AG1,282770,11q12.1,11,11q
OR7E5P,219445,11q12.1,11,11q
OR5F1,338674,11q12.1,11,11q
OR5AS1,219447,11q12.1,11,11q
OR8I2,120586,11q12.1,11,11q
OR8H2,390151,11q12.1,11,11q
OR8H3,390152,11q12.1,11,11q
OR8J3,81168,11q12.1,11,11q
OR8K5,219453,11q12.1,11,11q
OR5J2,282775,11q12.1,11,11q
OR5T2,219464,11q12.1,11,11q
OR5T3,390154,11q12.1,11,11q
OR5T1,390155,11q12.1,11,11q
OR8H1,219469,11q12.1,11,11q
OR8K3,219473,11q12.1,11,11q
OR8K1,390157,11q12.1,11,11q
OR8J1,219477,11q12.1,11,11q
OR8U1,219417,11q12.1,11,11q
OR8U8,504189,11q12.1,11,11q
OR5R1,219479,11q12.1,11,11q
OR5M9,390162,11q12.1,11,11q
OR5M3,219482,11q12.1,11,11q
OR5M8,219484,11q12.1,11,11q
OR5M11,219487,11q12.1,11,11q
OR5M10,390167,11q12.1,11,11q
OR5M1,390168,11q12.1,11,11q
OR5AP2,338675,11q12.1,11,11q
OR5AR1,219493,11q12.1,11,11q
OR9G1,390174,11q12.1,11,11q
OR9G9,504191,11q12.1,11,11q
OR9G4,283189,11q12.1,11,11q
OR5AK2,390181,11q12.1,11,11q
OR5AK4P,219525,11q12.1,11,11q
LRRC55,219527,11q12.1,11,11q
APLNR,187,11q12.1,11,11q
TNKS1BP1,85456,11q12.1,11,11q
SSRP1,6749,11q12.1,11,11q
P2RX3,5024,11q12.1,11,11q
PRG3,10394,11q12.1,11,11q
PRG2,5553,11q12.1,11,11q
SLC43A3,29015,11q12.1,11,11q
RTN4RL2,349667,11q12.1,11,11q
SLC43A1,8501,11q12.1,11,11q
TIMM10,26519,11q12.1,11,11q
SMTNL1,219537,11q12.1,11,11q
UBE2L6,9246,11q12.1,11,11q
SERPING1,710,11q12.1,11,11q
MIR130A,406919,11q12.1,11,11q
hsa-mir-130a,-1022,11q12.1,11,11q
YPEL4,219539,11q12.1,11,11q
CLP1,10978,11q12.1,11,11q
ZDHHC5,25921,11q12.1,11,11q
MED19,219541,11q12.1,11,11q
TMX2-CTNND1,100528016,11q12.1,11,11q
TMX2,51075,11q12.1,11,11q
BTBD18,643376,11q12.1,11,11q
C11orf31,280636,11q12.1,11,11q
CTNND1,1500,11q12.1,11,11q
OR9Q1,219956,11q12.1,11,11q
OR6Q1,219952,11q12.1,11,11q
OR9I1,219954,11q12.1,11,11q
OR9Q2,219957,11q12.1,11,11q
OR1S2,219958,11q12.1,11,11q
OR1S1,219959,11q12.1,11,11q
OR10Q1,219960,11q12.1,11,11q
OR10W1,81341,11q12.1,11,11q
OR5B17,219965,11q12.1,11,11q
OR5B3,441608,11q12.1,11,11q
OR5B2,390190,11q12.1,11,11q
OR5B12,390191,11q12.1,11,11q
OR5B21,219968,11q12.1,11,11q
LPXN,9404,11q12.1,11,11q
ZFP91-CNTF,386607,11q12.1,11,11q
ZFP91,80829,11q12.1,11,11q
CNTF,1270,11q12.1,11,11q
GLYAT,10249,11q12.1,11,11q
GLYATL2,219970,11q12.1,11,11q
GLYATL1,92292,11q12.1,11,11q
LOC283194,283194,11q12.1,11,11q
FAM111B,374393,11q12.1,11,11q
FAM111A,63901,11q12.1,11,11q
DTX4,23220,11q12.1,11,11q
MPEG1,219972,11q12.1,11,11q
OR5AN1,390195,11q12.1,11,11q
OR5A2,219981,11q12.1,11,11q
OR5A1,219982,11q12.1,11,11q
OR4D6,219983,11q12.1,11,11q
OR4D10,390197,11q12.1,11,11q
OR4D11,219986,11q12.1,11,11q
OR4D9,390199,11q12.1,11,11q
OSBP,5007,11q12.1,11,11q
MIR3162,100422880,11q12.1,11,11q
hsa-mir-3162,-1037,11q12.1,11,11q
PATL1,219988,11q12.1,11,11q
OR10V1,390201,11q12.1,11,11q
OR10V2P,81343,11q12.1,11,11q
STX3,6809,11q12.1,11,11q
MRPL16,54948,11q12.1,11,11q
GIF,2694,11q12.1,11,11q
TCN1,6947,11q12.1,11,11q
PLAC1L,219990,11q12.1,11,11q
MS4A3,932,11q12.1,11,11q
MS4A2,2206,11q12.1,11,11q
MS4A6A,64231,11q12.2,11,11q
MS4A4A,51338,11q12.2,11,11q
MS4A6E,245802,11q12.2,11,11q
MS4A7,58475,11q12.2,11,11q
MS4A14,84689,11q12.2,11,11q
MS4A5,64232,11q12.2,11,11q
MS4A1,931,11q12.2,11,11q
MS4A12,54860,11q12.2,11,11q
MS4A13,503497,11q12.2,11,11q
LINC00301,283197,11q12.2,11,11q
MS4A8B,83661,11q12.2,11,11q
MS4A15,219995,11q12.2,11,11q
MS4A10,341116,11q12.2,11,11q
CCDC86,79080,11q12.2,11,11q
PTGDR2,11251,11q12.2,11,11q
ZP1,22917,11q12.2,11,11q
PRPF19,27339,11q12.2,11,11q
TMEM109,79073,11q12.2,11,11q
TMEM132A,54972,11q12.2,11,11q
SLC15A3,51296,11q12.2,11,11q
CD6,923,11q12.2,11,11q
CD5,921,11q12.2,11,11q
VPS37C,55048,11q12.2,11,11q
PGA3,643834,11q12.2,11,11q
PGA4,643847,11q12.2,11,11q
PGA5,5222,11q12.2,11,11q
VWCE,220001,11q12.2,11,11q
DDB1,1642,11q12.2,11,11q
DAK,26007,11q12.2,11,11q
CYBASC3,220002,11q12.2,11,11q
TMEM138,51524,11q12.2,11,11q
TMEM216,51259,11q12.2,11,11q
CPSF7,79869,11q12.2,11,11q
SDHAF2,54949,11q12.2,11,11q
PPP1R32,220004,11q12.2,11,11q
LRRC10B,390205,11q12.2,11,11q
MIR4488,100616470,11q12.2,11,11q
SYT7,9066,11q12.2,11,11q
RPLP0P2,113157,11q12.2,11,11q
DAGLA,747,11q12.2,11,11q
C11orf9,745,11q12.2,11,11q
DKFZP434K028,26070,11q12.2,11,11q
C11orf10,746,11q12.2,11,11q
FEN1,2237,11q12.2,11,11q
MIR611,693196,11q12.2,11,11q
hsa-mir-611,-1054,11q12.2,11,11q
FADS1,3992,11q12.2,11,11q
MIR1908,100302263,11q12.2,11,11q
hsa-mir-1908,-1054,11q12.2,11,11q
FADS2,9415,11q12.2,11,11q
FADS3,3995,11q12.2,11,11q
RAB3IL1,5866,11q12.2,11,11q
BEST1,7439,11q12.3,11,11q
FTH1,2495,11q12.3,11,11q
INCENP,3619,11q12.3,11,11q
SCGB1D1,10648,11q12.3,11,11q
SCGB2A1,4246,11q12.3,11,11q
SCGB1D2,10647,11q12.3,11,11q
SCGB2A2,4250,11q12.3,11,11q
SCGB1D4,404552,11q12.3,11,11q
ASRGL1,80150,11q12.3,11,11q
SCGB1A1,7356,11q12.3,11,11q
AHNAK,79026,11q12.3,11,11q
EEF1G,1937,11q12.3,11,11q
MIR3654,100500804,11q12.3,11,11q
TUT1,64852,11q12.3,11,11q
MTA2,9219,11q12.3,11,11q
EML3,256364,11q12.3,11,11q
ROM1,6094,11q12.3,11,11q
B3GAT3,26229,11q12.3,11,11q
GANAB,23193,11q12.3,11,11q
INTS5,80789,11q12.3,11,11q
C11orf48,79081,11q12.3,11,11q
C11orf83,790955,11q12.3,11,11q
METTL12,751071,11q12.3,11,11q
SNORA57,692158,11q12.3,11,11q
UBXN1,51035,11q12.3,11,11q
BSCL2,26580,11q12.3,11,11q
HNRNPUL2-BSCL2,100534595,11q12.3,11,11q
LRRN4CL,221091,11q12.3,11,11q
GNG3,2785,11q12.3,11,11q
HNRNPUL2,221092,11q12.3,11,11q
TTC9C,283237,11q12.3,11,11q
ZBTB3,79842,11q12.3,11,11q
POLR2G,5436,11q12.3,11,11q
TAF6L,10629,11q12.3,11,11q
NXF1,10482,11q12.3,11,11q
TMEM179B,374395,11q12.3,11,11q
TMEM223,79064,11q12.3,11,11q
STX5,6811,11q12.3,11,11q
WDR74,54663,11q12.3,11,11q
SLC3A2,6520,11q12.3,11,11q
SNHG1,23642,11q12.3,11,11q
SNORD22,9304,11q12.3,11,11q
SNORD25,9303,11q12.3,11,11q
SNORD26,9302,11q12.3,11,11q
SNORD27,9301,11q12.3,11,11q
SNORD28,9300,11q12.3,11,11q
SNORD29,9297,11q12.3,11,11q
SNORD30,9299,11q12.3,11,11q
SNORD31,9298,11q12.3,11,11q
CHRM1,1128,11q12.3,11,11q
SLC22A6,9356,11q12.3,11,11q
SLC22A8,9376,11q12.3,11,11q
SLC22A24,283238,11q12.3,11,11q
SLC22A25,387601,11q12.3,11,11q
MIR3680-1,100500917,11q12.3,11,11q
SLC22A10,387775,11q12.3,11,11q
SLC22A9,114571,11q12.3,11,11q
HRASLS5,117245,11q12.3,11,11q
LGALS12,85329,11q12.3,11,11q
RARRES3,5920,11q12.3,11,11q
HRASLS2,54979,11q12.3,11,11q
PLA2G16,11145,11q12.3,11,11q
ATL3,25923,11q12.3,11,11q
RTN3,10313,11q13.1,11,11q
C11orf95,65998,11q13.1,11,11q
C11orf84,144097,11q13.1,11,11q
MARK2,2011,11q13.1,11,11q
RCOR2,283248,11q13.1,11,11q
NAA40,79829,11q13.1,11,11q
COX8A,1351,11q13.1,11,11q
OTUB1,55611,11q13.1,11,11q
MACROD1,28992,11q13.1,11,11q
FLRT1,23769,11q13.1,11,11q
STIP1,10963,11q13.1,11,11q
FERMT3,83706,11q13.1,11,11q
NUDT22,84304,11q13.1,11,11q
TRPT1,83707,11q13.1,11,11q
DNAJC4,3338,11q13.1,11,11q
VEGFB,7423,11q13.1,11,11q
FKBP2,2286,11q13.1,11,11q
PPP1R14B,26472,11q13.1,11,11q
PLCB3,5331,11q13.1,11,11q
BAD,572,11q13.1,11,11q
GPR137,56834,11q13.1,11,11q
KCNK4,50801,11q13.1,11,11q
C11orf20,25858,11q13.1,11,11q
ESRRA,2101,11q13.1,11,11q
PRDX5,25824,11q13.1,11,11q
TRMT112,51504,11q13.1,11,11q
CCDC88B,283234,11q13.1,11,11q
RPS6KA4,8986,11q13.1,11,11q
MIR1237,100302280,11q13.1,11,11q
hsa-mir-1237,-1074,11q13.1,11,11q
SLC22A11,55867,11q13.1,11,11q
SLC22A12,116085,11q13.1,11,11q
NRXN2,9379,11q13.1,11,11q
RASGRP2,10235,11q13.1,11,11q
PYGM,5837,11q13.1,11,11q
SF1,7536,11q13.1,11,11q
MAP4K2,5871,11q13.1,11,11q
MEN1,4221,11q13.1,11,11q
CDC42BPG,55561,11q13.1,11,11q
EHD1,10938,11q13.1,11,11q
MIR192,406967,11q13.1,11,11q
MIR194-2,406970,11q13.1,11,11q
hsa-mir-192,-1078,11q13.1,11,11q
hsa-mir-194-2,-1078,11q13.1,11,11q
ATG2A,23130,11q13.1,11,11q
PPP2R5B,5526,11q13.1,11,11q
C11orf85,283129,11q13.1,11,11q
GPHA2,170589,11q13.1,11,11q
BATF2,116071,11q13.1,11,11q
ARL2-SNX15,100528018,11q13.1,11,11q
ARL2,402,11q13.1,11,11q
SNX15,29907,11q13.1,11,11q
SAC3D1,29901,11q13.1,11,11q
NAALADL1,10004,11q13.1,11,11q
CDCA5,113130,11q13.1,11,11q
LOC100130348,100130348,11q13.1,11,11q
ZFPL1,7542,11q13.1,11,11q
C11orf2,738,11q13.1,11,11q
FAU,2197,11q13.1,11,11q
TM7SF2,7108,11q13.1,11,11q
ZNHIT2,741,11q13.1,11,11q
MRPL49,740,11q13.1,11,11q
SYVN1,84447,11q13.1,11,11q
SPDYC,387778,11q13.1,11,11q
CAPN1,823,11q13.1,11,11q
SLC22A20,440044,11q13.1,11,11q
POLA2,23649,11q13.1,11,11q
CDC42EP2,10435,11q13.1,11,11q
DPF2,5977,11q13.1,11,11q
TIGD3,220359,11q13.1,11,11q
SLC25A45,283130,11q13.1,11,11q
FRMD8,83786,11q13.1,11,11q
NEAT1,283131,11q13.1,11,11q
MIR612,693197,11q13.1,11,11q
hsa-mir-612,-1082,11q13.1,11,11q
MALAT1,378938,11q13.1,11,11q
SCYL1,57410,11q13.1,11,11q
LTBP3,4054,11q13.1,11,11q
EHBP1L1,254102,11q13.1,11,11q
FAM89B,23625,11q13.1,11,11q
LOC254100,254100,11q13.1,11,11q
SSSCA1,10534,11q13.1,11,11q
KCNK7,10089,11q13.1,11,11q
MAP3K11,4296,11q13.1,11,11q
PCNXL3,399909,11q13.1,11,11q
MIR4690,100616292,11q13.1,11,11q
SIPA1,6494,11q13.1,11,11q
MIR4489,100616284,11q13.1,11,11q
RELA,5970,11q13.1,11,11q
KAT5,10524,11q13.1,11,11q
RNASEH2C,84153,11q13.1,11,11q
DKFZp761E198,91056,11q13.1,11,11q
OVOL1,5017,11q13.1,11,11q
SNX32,254122,11q13.1,11,11q
CFL1,1072,11q13.1,11,11q
EFEMP2,30008,11q13.1,11,11q
MUS81,80198,11q13.1,11,11q
CTSW,1521,11q13.1,11,11q
FIBP,9158,11q13.1,11,11q
CCDC85B,11007,11q13.1,11,11q
FOSL1,8061,11q13.1,11,11q
C11orf68,83638,11q13.1,11,11q
DRAP1,10589,11q13.1,11,11q
TSGA10IP,254187,11q13.1,11,11q
SART1,9092,11q13.1,11,11q
EIF1AD,84285,11q13.1,11,11q
BANF1,8815,11q13.1,11,11q
CATSPER1,117144,11q13.1,11,11q
CST6,1474,11q13.1,11,11q
GAL3ST3,89792,11q13.1,11,11q
SF3B2,10992,11q13.1,11,11q
PACS1,55690,11q13.1,11,11q
KLC2,64837,11q13.2,11,11q
RAB1B,81876,11q13.2,11,11q
CNIH2,254263,11q13.2,11,11q
YIF1A,10897,11q13.2,11,11q
TMEM151A,256472,11q13.2,11,11q
CD248,57124,11q13.2,11,11q
RIN1,9610,11q13.2,11,11q
B3GNT1,11041,11q13.2,11,11q
BRMS1,25855,11q13.2,11,11q
SLC29A2,3177,11q13.2,11,11q
NPAS4,266743,11q13.2,11,11q
MRPL11,65003,11q13.2,11,11q
PELI3,246330,11q13.2,11,11q
DPP3,10072,11q13.2,11,11q
BBS1,582,11q13.2,11,11q
ZDHHC24,254359,11q13.2,11,11q
ACTN3,89,11q13.2,11,11q
CTSF,8722,11q13.2,11,11q
CCDC87,55231,11q13.2,11,11q
CCS,9973,11q13.2,11,11q
RBM14-RBM4,100526737,11q13.2,11,11q
RBM14,10432,11q13.2,11,11q
RBM4,5936,11q13.2,11,11q
RBM4B,83759,11q13.2,11,11q
SPTBN2,6712,11q13.2,11,11q
C11orf80,79703,11q13.2,11,11q
PC,5091,11q13.2,11,11q
RCE1,9986,11q13.2,11,11q
LRFN4,78999,11q13.2,11,11q
hsa-mir-3163,-1093,11q13.2,11,11q
C11orf86,254439,11q13.2,11,11q
SYT12,91683,11q13.2,11,11q
RHOD,29984,11q13.2,11,11q
KDM2A,22992,11q13.2,11,11q
ADRBK1,156,11q13.2,11,11q
ANKRD13D,338692,11q13.2,11,11q
SSH3,54961,11q13.2,11,11q
LOC100130987,100130987,11q13.2,11,11q
POLD4,57804,11q13.2,11,11q
CLCF1,23529,11q13.2,11,11q
RAD9A,5883,11q13.2,11,11q
PPP1CA,5499,11q13.2,11,11q
TBC1D10C,374403,11q13.2,11,11q
CARNS1,57571,11q13.2,11,11q
RPS6KB2,6199,11q13.2,11,11q
CORO1B,57175,11q13.2,11,11q
PTPRCAP,5790,11q13.2,11,11q
GPR152,390212,11q13.2,11,11q
CABP4,57010,11q13.2,11,11q
TMEM134,80194,11q13.2,11,11q
AIP,9049,11q13.2,11,11q
PITPNM1,9600,11q13.2,11,11q
CDK2AP2,10263,11q13.2,11,11q
CABP2,51475,11q13.2,11,11q
GSTP1,2950,11q13.2,11,11q
NDUFV1,4723,11q13.2,11,11q
DOC2GP,390213,11q13.2,11,11q
NUDT8,254552,11q13.2,11,11q
TBX10,347853,11q13.2,11,11q
ACY3,91703,11q13.2,11,11q
ALDH3B2,222,11q13.2,11,11q
FAM86C2P,645332,11q13.2,11,11q
UNC93B1,81622,11q13.2,11,11q
ALDH3B1,221,11q13.2,11,11q
NDUFS8,4728,11q13.2,11,11q
MIR4691,100616403,11q13.2,11,11q
TCIRG1,10312,11q13.2,11,11q
CHKA,1119,11q13.2,11,11q
SUV420H1,51111,11q13.2,11,11q
C11orf24,53838,11q13.2,11,11q
LRP5,4041,11q13.2,11,11q
PPP6R3,55291,11q13.2,11,11q
GAL,51083,11q13.3,11,11q
MTL5,9633,11q13.3,11,11q
CPT1A,1374,11q13.3,11,11q
MRPL21,219927,11q13.3,11,11q
IGHMBP2,3508,11q13.3,11,11q
MRGPRD,116512,11q13.3,11,11q
MRGPRF,116535,11q13.3,11,11q
TPCN2,219931,11q13.3,11,11q
hsa-mir-3164,-1110,11q13.3,11,11q
MYEOV,26579,11q13.3,11,11q
CCND1,595,11q13.3,11,11q
ORAOV1,220064,11q13.3,11,11q
FGF19,9965,11q13.3,11,11q
FGF4,2249,11q13.3,11,11q
FGF3,2248,11q13.3,11,11q
ANO1,55107,11q13.3,11,11q
FADD,8772,11q13.3,11,11q
PPFIA1,8500,11q13.3,11,11q
MIR548K,100313770,11q13.3,11,11q
hsa-mir-548k,-1120,11q13.3,11,11q
CTTN,2017,11q13.3,11,11q
SHANK2,22941,11q13.3,11,11q
MIR3664,100500844,11q13.4,11,11q
FLJ42102,399923,11q13.4,11,11q
DHCR7,1717,11q13.4,11,11q
NADSYN1,55191,11q13.4,11,11q
KRTAP5-7,440050,11q13.4,11,11q
KRTAP5-8,57830,11q13.4,11,11q
KRTAP5-9,3846,11q13.4,11,11q
KRTAP5-10,387273,11q13.4,11,11q
KRTAP5-11,440051,11q13.4,11,11q
FAM86C1,55199,11q13.4,11,11q
DEFB108B,245911,11q13.4,11,11q
LOC100133315,100133315,11q13.4,11,11q
LOC100129216,100129216,11q13.4,11,11q
RNF121,55298,11q13.4,11,11q
IL18BP,10068,11q13.4,11,11q
NUMA1,4926,11q13.4,11,11q
MIR3165,100422953,11q13.4,11,11q
hsa-mir-3165,-1132,11q13.4,11,11q
LRTOMT,220074,11q13.4,11,11q
LAMTOR1,55004,11q13.4,11,11q
C11orf51,25906,11q13.4,11,11q
FOLR3,2352,11q13.4,11,11q
FOLR1,2348,11q13.4,11,11q
FOLR2,2350,11q13.4,11,11q
INPPL1,3636,11q13.4,11,11q
PHOX2A,401,11q13.4,11,11q
CLPB,81570,11q13.4,11,11q
PDE2A,5138,11q13.4,11,11q
MIR139,406931,11q13.4,11,11q
hsa-mir-139,-1136,11q13.4,11,11q
ARAP1,116985,11q13.4,11,11q
STARD10,10809,11q13.4,11,11q
MIR4692,100616410,11q13.4,11,11q
ATG16L2,89849,11q13.4,11,11q
FCHSD2,9873,11q13.4,11,11q
P2RY2,5029,11q13.4,11,11q
P2RY6,5031,11q13.4,11,11q
ARHGEF17,9828,11q13.4,11,11q
RELT,84957,11q13.4,11,11q
FAM168A,23201,11q13.4,11,11q
PLEKHB1,58473,11q13.4,11,11q
RAB6A,5870,11q13.4,11,11q
MRPL48,51642,11q13.4,11,11q
CHCHD8,51287,11q13.4,11,11q
PAAF1,80227,11q13.4,11,11q
DNAJB13,374407,11q13.4,11,11q
UCP2,7351,11q13.4,11,11q
UCP3,7352,11q13.4,11,11q
C2CD3,26005,11q13.4,11,11q
PPME1,51400,11q13.4,11,11q
P4HA3,283208,11q13.4,11,11q
PGM2L1,283209,11q13.4,11,11q
KCNE3,10008,11q13.4,11,11q
LIPT2,387787,11q13.4,11,11q
POLD3,10714,11q13.4,11,11q
CHRDL2,25884,11q13.4,11,11q
MIR4696,100616402,11q13.4,11,11q
RNF169,254225,11q13.4,11,11q
XRRA1,143570,11q13.4,11,11q
SPCS2,9789,11q13.4,11,11q
NEU3,10825,11q13.4,11,11q
OR2AT4,341152,11q13.4,11,11q
SLCO2B1,11309,11q13.4,11,11q
LOC100507050,100507050,11q13.4,11,11q
ARRB1,408,11q13.4,11,11q
MIR326,442900,11q13.4,11,11q
hsa-mir-326,-1157,11q13.4,11,11q
RPS3,6188,11q13.4,11,11q
SNORD15A,6079,11q13.4,11,11q
SNORD15B,114599,11q13.4,11,11q
KLHL35,283212,11q13.4,11,11q
GDPD5,81544,11q13.4,11,11q
SERPINH1,871,11q13.5,11,11q
MAP6,4135,11q13.5,11,11q
MOGAT2,80168,11q13.5,11,11q
LOC283214,283214,11q13.5,11,11q
DGAT2,84649,11q13.5,11,11q
UVRAG,7405,11q13.5,11,11q
WNT11,7481,11q13.5,11,11q
PRKRIR,5612,11q13.5,11,11q
C11orf30,56946,11q13.5,11,11q
LRRC32,2615,11q13.5,11,11q
GUCY2E,390226,11q13.5,11,11q
TSKU,25987,11q13.5,11,11q
ACER3,55331,11q13.5,11,11q
B3GNT6,192134,11q13.5,11,11q
CAPN5,726,11q13.5,11,11q
OMP,4975,11q13.5,11,11q
MYO7A,4647,11q13.5,11,11q
GDPD4,220032,11q13.5,11,11q
PAK1,5058,11q13.5,11,11q
AQP11,282679,11q14.1,11,11q
CLNS1A,1207,11q14.1,11,11q
RSF1,51773,11q14.1,11,11q
C11orf67,28971,11q14.1,11,11q
INTS4,92105,11q14.1,11,11q
KCTD14,65987,11q14.1,11,11q
NDUFC2-KCTD14,100532726,11q14.1,11,11q
NDUFC2,4718,11q14.1,11,11q
THRSP,7069,11q14.1,11,11q
ALG8,79053,11q14.1,11,11q
KCTD21,283219,11q14.1,11,11q
USP35,57558,11q14.1,11,11q
GAB2,9846,11q14.1,11,11q
NARS2,79731,11q14.1,11,11q
ODZ4,26011,11q14.1,11,11q
MIR708,100126333,11q14.1,11,11q
hsa-mir-708,-1188,11q14.1,11,11q
MIR4300,100422823,11q14.1,11,11q
hsa-mir-4300,-1207,11q14.1,11,11q
FAM181B,220382,11q14.1,11,11q
PRCP,5547,11q14.1,11,11q
C11orf82,220042,11q14.1,11,11q
RAB30,27314,11q14.1,11,11q
SNORA70E,100379250,11q14.1,11,11q
LOC100506233,100506233,11q14.1,11,11q
PCF11,51585,11q14.1,11,11q
ANKRD42,338699,11q14.1,11,11q
CCDC90B,60492,11q14.1,11,11q
DLG2,1740,11q14.1,11,11q
TMEM126B,55863,11q14.1,11,11q
TMEM126A,84233,11q14.1,11,11q
CREBZF,58487,11q14.1,11,11q
CCDC89,220388,11q14.1,11,11q
SYTL2,54843,11q14.1,11,11q
CCDC83,220047,11q14.1,11,11q
PICALM,8301,11q14.2,11,11q
EED,8726,11q14.2,11,11q
C11orf73,51501,11q14.2,11,11q
CCDC81,60494,11q14.2,11,11q
ME3,10873,11q14.2,11,11q
PRSS23,11098,11q14.2,11,11q
OR7E2P,8587,11q14.2,11,11q
FZD4,8322,11q14.2,11,11q
LOC100506368,100506368,11q14.2,11,11q
TMEM135,65084,11q14.2,11,11q
RAB38,23682,11q14.2,11,11q
hsa-mir-3166,-1255,11q14.2,11,11q
CTSC,1075,11q14.2,11,11q
GRM5,2915,11q14.2,11,11q
TYR,7299,11q14.3,11,11q
NOX4,50507,11q14.3,11,11q
FOLH1B,219595,11q14.3,11,11q
TRIM77P,390231,11q14.3,11,11q
TRIM49,57093,11q14.3,11,11q
TRIM53P,642569,11q14.3,11,11q
LOC399940,399940,11q14.3,11,11q
TRIM64B,642446,11q14.3,11,11q
LOC399939,399939,11q14.3,11,11q
TRIM49L1,729384,11q14.3,11,11q
TRIM64,120146,11q14.3,11,11q
TRIM49L2,642612,11q14.3,11,11q
UBTFL1,642623,11q14.3,11,11q
